,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,Load_Type
28709,3.64,7.16,0.0,0.0,45.32,100.0,0
28710,3.64,6.37,0.0,0.0,49.61,100.0,0
28711,4.5,7.99,0.0,0.0,49.07,100.0,0
28712,3.6,7.2,0.0,0.0,44.72,100.0,0
28713,3.17,6.05,0.0,0.0,46.41,100.0,0
28714,3.13,6.16,0.0,0.0,45.3,100.0,0
28715,3.17,6.37,0.0,0.0,44.55,100.0,0
28716,3.13,6.12,0.0,0.0,45.53,100.0,0
28717,3.13,6.19,0.0,0.0,45.12,100.0,0
28718,3.13,6.12,0.0,0.0,45.53,100.0,0
28719,3.17,6.05,0.0,0.0,46.41,100.0,0
28720,3.17,6.16,0.0,0.0,45.76,100.0,0
28721,3.13,6.12,0.0,0.0,45.53,100.0,0
28722,3.1,5.94,0.0,0.0,46.27,100.0,0
28723,3.42,6.37,0.0,0.0,47.3,100.0,0
28724,3.64,6.01,0.0,0.0,51.8,100.0,0
28725,3.1,5.9,0.0,0.0,46.51,100.0,0
28726,3.1,5.9,0.0,0.0,46.51,100.0,0
28727,3.06,5.87,0.0,0.0,46.23,100.0,0
28728,3.1,6.05,0.0,0.0,45.6,100.0,0
28729,3.67,7.31,0.0,0.0,44.87,100.0,0
28730,3.49,7.2,0.0,0.0,43.62,100.0,0
28731,3.1,6.41,0.0,0.0,43.54,100.0,0
28732,3.13,6.23,0.0,0.0,44.89,100.0,0
28733,3.24,6.34,0.0,0.0,45.51,100.0,0
28734,3.2,6.01,0.0,0.0,47.0,100.0,0
28735,3.38,6.12,0.0,0.0,48.35,100.0,0
28736,30.74,31.28,0.0,0.01,70.09,100.0,0
28737,46.55,43.31,0.0,0.02,73.21,100.0,0
28738,47.02,36.5,0.0,0.02,78.99,100.0,0
28739,45.72,18.94,0.0,0.02,92.39,100.0,0
28740,46.15,21.24,0.0,0.02,90.84,100.0,2
28741,44.71,19.8,0.0,0.02,91.44,100.0,2
28742,45.25,20.56,0.0,0.02,91.04,100.0,2
28743,46.08,19.73,0.0,0.02,91.93,100.0,2
28744,42.34,15.55,0.0,0.02,93.87,100.0,1
28745,48.6,22.28,0.0,0.02,90.9,100.0,1
28746,37.48,13.07,0.0,0.02,94.42,100.0,1
28747,40.36,15.66,0.0,0.02,93.23,100.0,1
28748,46.58,19.69,0.0,0.02,92.11,100.0,1
28749,45.58,20.99,0.0,0.02,90.83,100.0,1
28750,47.3,23.04,0.0,0.02,89.9,100.0,1
28751,23.0,7.02,4.03,0.01,95.64,98.5,1
28752,3.82,0.0,10.04,0.0,100.0,35.56,2
28753,4.46,0.0,12.85,0.0,100.0,32.79,2
28754,5.54,0.0,16.31,0.0,100.0,32.16,2
28755,4.97,0.0,16.49,0.0,100.0,28.86,2
28756,29.66,12.17,7.67,0.01,92.51,96.82,1
28757,37.76,11.7,0.0,0.02,95.52,100.0,1
28758,36.9,10.91,0.0,0.02,95.9,100.0,1
28759,48.85,24.77,0.0,0.02,89.19,100.0,1
28760,39.92,13.36,0.0,0.02,94.83,100.0,1
28761,47.09,24.23,0.0,0.02,88.92,100.0,1
28762,34.42,9.9,0.0,0.02,96.1,100.0,1
28763,43.63,17.28,0.0,0.02,92.97,100.0,1
28764,50.18,25.34,0.0,0.02,89.26,100.0,1
28765,40.54,12.35,0.0,0.02,95.66,100.0,1
28766,53.89,25.42,0.0,0.02,90.44,100.0,1
28767,53.5,24.62,0.0,0.02,90.84,100.0,1
28768,49.39,20.7,0.0,0.02,92.23,100.0,1
28769,41.87,15.16,0.0,0.02,94.03,100.0,1
28770,48.31,21.71,0.07,0.02,91.21,100.0,1
28771,9.07,0.29,14.0,0.0,99.95,54.37,1
28772,5.04,0.0,17.86,0.0,100.0,27.16,2
28773,3.64,0.0,17.86,0.0,100.0,19.97,2
28774,3.53,0.0,17.86,0.0,100.0,19.39,2
28775,3.6,0.0,11.92,0.0,100.0,28.91,2
28776,3.53,0.0,6.84,0.0,100.0,45.86,2
28777,3.53,0.0,10.26,0.0,100.0,32.53,2
28778,3.67,0.0,17.64,0.0,100.0,20.37,2
28779,3.64,0.0,17.57,0.0,100.0,20.29,2
28780,3.71,0.0,17.53,0.0,100.0,20.71,2
28781,3.64,0.0,17.5,0.0,100.0,20.36,2
28782,3.6,0.0,17.5,0.0,100.0,20.15,2
28783,3.6,0.0,17.5,0.0,100.0,20.15,2
28784,3.67,0.0,17.57,0.0,100.0,20.45,2
28785,3.67,0.0,17.6,0.0,100.0,20.41,2
28786,3.64,0.0,17.6,0.0,100.0,20.25,2
28787,4.14,0.0,17.68,0.0,100.0,22.8,2
28788,4.61,0.0,17.68,0.0,100.0,25.23,2
28789,3.67,0.0,17.6,0.0,100.0,20.41,2
28790,3.64,0.0,17.64,0.0,100.0,20.21,2
28791,3.67,0.0,17.14,0.0,100.0,20.94,2
28792,3.38,6.23,0.18,0.0,47.69,99.86,2
28793,3.35,6.37,0.0,0.0,46.55,100.0,2
28794,3.42,6.98,0.0,0.0,44.0,100.0,2
28795,3.35,6.8,0.0,0.0,44.19,100.0,2
28796,3.38,6.08,0.0,0.0,48.59,100.0,0
28797,2.84,4.68,0.0,0.0,51.88,100.0,0
28798,2.7,4.43,0.0,0.0,52.04,100.0,0
28799,2.74,4.72,0.0,0.0,50.2,100.0,0
28800,2.74,4.64,0.0,0.0,50.85,100.0,0
28801,2.95,5.15,0.0,0.0,49.7,100.0,0
28802,3.38,6.48,0.0,0.0,46.25,100.0,0
28803,2.99,5.58,0.0,0.0,47.23,100.0,0
28804,2.84,5.18,0.0,0.0,48.07,100.0,0
28805,2.81,5.18,0.0,0.0,47.68,100.0,0
28806,2.81,5.08,0.0,0.0,48.4,100.0,0
28807,2.84,5.18,0.0,0.0,48.07,100.0,0
28808,2.81,5.36,0.0,0.0,46.43,100.0,0
28809,2.84,5.29,0.0,0.0,47.3,100.0,0
28810,2.77,5.11,0.0,0.0,47.66,100.0,0
28811,2.95,5.4,0.0,0.0,47.94,100.0,0
28812,3.46,6.12,0.0,0.0,49.22,100.0,0
28813,2.88,5.36,0.0,0.0,47.33,100.0,0
28814,2.84,5.26,0.0,0.0,47.51,100.0,0
28815,2.81,5.18,0.0,0.0,47.68,100.0,0
28816,2.81,5.08,0.0,0.0,48.4,100.0,0
28817,2.84,5.22,0.0,0.0,47.79,100.0,0
28818,2.81,5.29,0.0,0.0,46.91,100.0,0
28819,3.28,6.44,0.0,0.0,45.38,100.0,0
28820,3.28,6.34,0.0,0.0,45.95,100.0,0
28821,2.84,5.08,0.0,0.0,48.8,100.0,0
28822,2.74,4.9,0.0,0.0,48.81,100.0,0
28823,2.84,5.04,0.0,0.0,49.09,100.0,0
28824,3.35,6.91,0.0,0.0,43.62,100.0,0
28825,2.92,5.62,0.0,0.0,46.11,100.0,0
28826,2.74,5.26,0.0,0.0,46.2,100.0,0
28827,2.74,5.04,0.0,0.0,47.76,100.0,0
28828,2.81,5.15,0.0,0.0,47.9,100.0,0
28829,2.7,5.04,0.0,0.0,47.22,100.0,0
28830,2.77,5.4,0.0,0.0,45.64,100.0,0
28831,2.74,5.33,0.0,0.0,45.72,100.0,0
28832,2.77,5.4,0.0,0.0,45.64,100.0,0
28833,2.81,5.58,0.0,0.0,44.98,100.0,0
28834,2.95,2.66,1.98,0.0,74.27,83.03,0
28835,3.53,0.0,16.38,0.0,100.0,21.07,0
28836,3.67,0.0,15.66,0.0,100.0,22.82,0
28837,3.49,0.0,13.68,0.0,100.0,24.72,0
28838,3.02,0.0,10.73,0.0,100.0,27.09,0
28839,3.17,0.0,10.58,0.0,100.0,28.7,0
28840,3.06,0.0,10.62,0.0,100.0,27.69,0
28841,3.02,0.0,10.8,0.0,100.0,26.93,0
28842,2.99,0.0,10.87,0.0,100.0,26.52,0
28843,2.99,0.0,10.84,0.0,100.0,26.59,0
28844,3.06,0.0,10.8,0.0,100.0,27.26,0
28845,3.1,0.0,10.69,0.0,100.0,27.85,0
28846,3.06,0.0,10.66,0.0,100.0,27.59,0
28847,3.06,0.0,10.51,0.0,100.0,27.95,0
28848,3.2,0.0,10.84,0.0,100.0,28.31,0
28849,3.74,0.0,13.28,0.0,100.0,27.11,0
28850,3.17,0.0,10.19,0.0,100.0,29.7,0
28851,3.2,0.0,10.15,0.0,100.0,30.07,0
28852,3.38,0.0,13.39,0.0,100.0,24.47,0
28853,3.67,0.0,16.38,0.0,100.0,21.86,0
28854,3.2,0.0,11.77,0.0,100.0,26.24,0
28855,3.02,0.0,10.69,0.0,100.0,27.19,0
28856,3.1,0.0,10.66,0.0,100.0,27.92,0
28857,3.06,0.0,10.51,0.0,100.0,27.95,0
28858,3.06,0.0,10.58,0.0,100.0,27.78,0
28859,3.06,0.0,10.48,0.0,100.0,28.03,0
28860,3.06,0.0,10.48,0.0,100.0,28.03,0
28861,3.53,0.0,12.24,0.0,100.0,27.71,0
28862,3.49,0.0,13.68,0.0,100.0,24.72,0
28863,3.13,0.0,10.51,0.0,100.0,28.54,0
28864,3.06,0.0,10.62,0.0,100.0,27.69,0
28865,3.02,0.0,10.66,0.0,100.0,27.26,0
28866,3.02,0.0,10.73,0.0,100.0,27.09,0
28867,3.02,0.0,10.76,0.0,100.0,27.02,0
28868,3.02,0.0,10.76,0.0,100.0,27.02,0
28869,3.06,0.0,10.76,0.0,100.0,27.35,0
28870,3.02,0.0,10.8,0.0,100.0,26.93,0
28871,2.92,0.0,7.16,0.0,100.0,37.76,0
28872,2.95,0.0,3.74,0.0,100.0,61.93,0
28873,3.28,0.0,8.28,0.0,100.0,36.83,0
28874,4.82,0.0,17.1,0.0,100.0,27.13,0
28875,3.49,0.0,14.65,0.0,100.0,23.17,0
28876,2.95,0.0,11.34,0.0,100.0,25.18,0
28877,2.99,0.0,11.34,0.0,100.0,25.5,0
28878,2.95,0.0,11.41,0.0,100.0,25.03,0
28879,2.92,0.0,11.45,0.0,100.0,24.71,0
28880,3.06,0.0,11.41,0.0,100.0,25.9,0
28881,2.95,0.0,11.34,0.0,100.0,25.18,0
28882,2.95,0.0,11.38,0.0,100.0,25.09,0
28883,2.99,0.0,11.41,0.0,100.0,25.35,0
28884,2.99,0.0,11.38,0.0,100.0,25.41,0
28885,3.02,0.0,11.3,0.0,100.0,25.82,0
28886,2.95,0.0,11.34,0.0,100.0,25.18,0
28887,2.99,0.0,11.05,0.0,100.0,26.12,0
28888,3.17,6.16,0.11,0.0,45.76,99.94,0
28889,3.31,6.73,0.0,0.0,44.13,100.0,0
28890,2.77,5.18,0.0,0.0,47.16,100.0,0
28891,3.2,6.44,0.0,0.0,44.5,100.0,0
28892,3.13,5.8,0.0,0.0,47.49,100.0,0
28893,2.74,4.75,0.0,0.0,49.97,100.0,0
28894,2.77,4.9,0.0,0.0,49.21,100.0,0
28895,2.74,5.0,0.0,0.0,48.06,100.0,0
28896,2.77,5.11,0.0,0.0,47.66,100.0,0
28897,2.77,5.11,0.0,0.0,47.66,100.0,0
28898,2.84,5.08,0.0,0.0,48.8,100.0,0
28899,2.74,5.08,0.0,0.0,47.47,100.0,0
28900,2.81,5.18,0.0,0.0,47.68,100.0,0
28901,3.2,6.34,0.0,0.0,45.06,100.0,0
28902,3.38,6.48,0.0,0.0,46.25,100.0,0
28903,2.77,5.15,0.0,0.0,47.37,100.0,0
28904,2.77,5.11,0.0,0.0,47.66,100.0,0
28905,3.24,6.3,0.0,0.0,45.73,100.0,0
28906,3.38,7.06,0.0,0.0,43.18,100.0,0
28907,2.77,5.18,0.0,0.0,47.16,100.0,0
28908,2.81,5.29,0.0,0.0,46.91,100.0,0
28909,2.81,5.18,0.0,0.0,47.68,100.0,0
28910,2.81,5.18,0.0,0.0,47.68,100.0,0
28911,2.81,5.15,0.0,0.0,47.9,100.0,0
28912,2.74,5.15,0.0,0.0,46.97,100.0,0
28913,2.81,5.15,0.0,0.0,47.9,100.0,0
28914,2.77,5.04,0.0,0.0,48.17,100.0,0
28915,2.77,5.15,0.0,0.0,47.37,100.0,0
28916,3.42,6.95,0.0,0.0,44.15,100.0,0
28917,3.17,5.72,0.0,0.0,48.47,100.0,0
28918,2.74,4.82,0.0,0.0,49.42,100.0,0
28919,2.7,4.79,0.0,0.0,49.1,100.0,0
28920,2.66,4.75,0.0,0.0,48.86,100.0,0
28921,2.7,4.61,0.0,0.0,50.54,100.0,0
28922,3.02,5.51,0.0,0.0,48.06,100.0,0
28923,3.28,6.37,0.0,0.0,45.78,100.0,0
28924,2.84,5.0,0.0,0.0,49.39,100.0,0
28925,2.92,4.82,0.0,0.0,51.81,100.0,0
28926,4.0,6.19,0.0,0.0,54.27,100.0,0
28927,3.89,5.58,0.0,0.0,57.19,100.0,0
28928,23.72,20.41,0.0,0.01,75.8,100.0,0
28929,68.29,55.01,0.0,0.03,77.88,100.0,0
28930,57.96,40.79,0.0,0.03,81.78,100.0,0
28931,67.82,22.68,0.0,0.03,94.84,100.0,0
28932,107.64,35.39,0.0,0.05,95.0,100.0,2
28933,101.23,46.3,0.0,0.05,90.94,100.0,2
28934,112.0,38.34,0.0,0.05,94.61,100.0,2
28935,93.74,30.35,0.0,0.04,95.14,100.0,2
28936,94.93,37.76,0.0,0.04,92.92,100.0,1
28937,113.51,44.32,0.0,0.05,93.15,100.0,1
28938,78.44,24.95,0.0,0.04,95.3,100.0,1
28939,111.2,37.04,0.0,0.05,94.88,100.0,1
28940,90.83,32.0,0.0,0.04,94.32,100.0,1
28941,107.93,35.78,0.0,0.05,94.92,100.0,1
28942,88.42,29.48,0.0,0.04,94.87,100.0,1
28943,87.3,27.76,2.88,0.04,95.3,99.95,1
28944,5.33,0.0,18.61,0.0,100.0,27.53,2
28945,6.01,0.0,17.89,0.0,100.0,31.85,2
28946,6.01,0.0,17.64,0.0,100.0,32.25,2
28947,5.29,0.0,17.89,0.0,100.0,28.36,2
28948,61.56,22.14,5.4,0.03,94.1,99.62,1
28949,89.46,33.77,0.0,0.04,93.56,100.0,1
28950,101.48,33.3,0.0,0.05,95.02,100.0,1
28951,87.98,30.46,0.0,0.04,94.5,100.0,1
28952,118.15,46.62,0.0,0.05,93.02,100.0,1
28953,83.16,27.18,0.0,0.04,95.05,100.0,1
28954,77.33,27.18,0.0,0.04,94.34,100.0,1
28955,83.48,39.89,0.0,0.04,90.23,100.0,1
28956,109.15,46.66,0.0,0.05,91.95,100.0,1
28957,88.96,37.62,0.0,0.04,92.1,100.0,1
28958,111.31,48.17,0.0,0.05,91.77,100.0,1
28959,115.24,51.12,0.0,0.05,91.41,100.0,1
28960,73.76,30.49,0.0,0.03,92.42,100.0,1
28961,134.6,66.24,0.0,0.06,89.72,100.0,1
28962,101.27,47.59,0.0,0.05,90.5,100.0,1
28963,75.06,44.68,0.0,0.03,85.93,100.0,1
28964,55.58,26.64,0.0,0.03,90.18,100.0,2
28965,59.94,27.29,0.54,0.03,91.01,100.0,2
28966,31.39,0.83,1.58,0.01,99.97,99.87,2
28967,30.64,5.69,0.76,0.01,98.32,99.97,2
28968,47.38,29.63,0.0,0.02,84.79,100.0,2
28969,59.18,34.49,0.0,0.03,86.4,100.0,2
28970,72.43,46.12,0.0,0.03,84.35,100.0,2
28971,49.72,23.8,0.0,0.02,90.2,100.0,2
28972,47.77,21.42,0.0,0.02,91.25,100.0,2
28973,54.86,27.04,0.0,0.03,89.7,100.0,2
28974,57.82,28.98,0.0,0.03,89.4,100.0,2
28975,52.02,23.26,0.0,0.02,91.29,100.0,2
28976,61.02,30.92,0.0,0.03,89.2,100.0,2
28977,57.42,25.74,0.0,0.03,91.25,100.0,2
28978,48.82,21.24,0.0,0.02,91.7,100.0,2
28979,31.5,3.85,1.55,0.01,99.26,99.88,2
28980,22.75,0.65,5.11,0.01,99.96,97.57,2
28981,4.03,0.0,17.68,0.0,100.0,22.22,2
28982,4.0,0.0,17.57,0.0,100.0,22.2,2
28983,4.0,0.0,17.35,0.0,100.0,22.47,2
28984,3.64,5.87,0.14,0.0,52.7,99.93,2
28985,3.6,5.72,0.0,0.0,53.27,100.0,2
28986,3.89,5.65,0.0,0.0,56.71,100.0,2
28987,4.68,5.51,0.0,0.0,64.74,100.0,2
28988,4.46,5.18,0.0,0.0,65.25,100.0,0
28989,3.64,6.3,0.0,0.0,50.03,100.0,0
28990,3.67,6.41,0.0,0.0,49.69,100.0,0
28991,3.64,6.41,0.0,0.0,49.38,100.0,0
28992,3.6,6.44,0.0,0.0,48.79,100.0,0
28993,3.67,6.95,0.0,0.0,46.7,100.0,0
28994,3.71,6.88,0.0,0.0,47.46,100.0,0
28995,3.67,6.66,0.0,0.0,48.26,100.0,0
28996,3.64,6.84,0.0,0.0,46.98,100.0,0
28997,3.67,6.88,0.0,0.0,47.07,100.0,0
28998,3.71,7.13,0.0,0.0,46.16,100.0,0
28999,3.71,6.73,0.0,0.0,48.28,100.0,0
29000,3.67,7.09,0.0,0.0,45.97,100.0,0
29001,3.6,6.23,0.0,0.0,50.03,100.0,0
29002,3.6,5.76,0.0,0.0,53.0,100.0,0
29003,3.2,4.79,0.0,0.0,55.55,100.0,0
29004,2.99,4.32,0.0,0.0,56.91,100.0,0
29005,2.88,4.03,0.0,0.0,58.14,100.0,0
29006,2.88,4.14,0.0,0.0,57.11,100.0,0
29007,2.92,4.03,0.0,0.0,58.67,100.0,0
29008,2.88,4.07,0.0,0.0,57.76,100.0,0
29009,3.2,4.75,0.0,0.0,55.87,100.0,0
29010,3.56,5.58,0.0,0.0,53.79,100.0,0
29011,2.95,4.03,0.0,0.0,59.07,100.0,0
29012,2.84,3.85,0.0,0.0,59.36,100.0,0
29013,2.84,3.78,0.0,0.0,60.07,100.0,0
29014,2.88,3.85,0.0,0.0,59.9,100.0,0
29015,2.88,3.71,0.0,0.0,61.32,100.0,0
29016,2.81,3.71,0.0,0.0,60.38,100.0,0
29017,2.81,3.67,0.0,0.0,60.79,100.0,0
29018,2.84,4.1,0.0,0.0,56.94,100.0,0
29019,2.92,4.64,0.0,0.0,53.26,100.0,0
29020,3.53,6.08,0.0,0.0,50.21,100.0,0
29021,3.78,5.65,0.0,0.0,55.61,100.0,0
29022,4.5,5.47,0.0,0.0,63.53,100.0,0
29023,5.15,4.72,0.0,0.0,73.72,100.0,0
29024,26.35,21.85,0.0,0.01,76.98,100.0,0
29025,66.46,57.2,0.0,0.03,75.79,100.0,0
29026,54.22,42.16,0.0,0.02,78.94,100.0,0
29027,75.49,45.11,0.0,0.03,85.84,100.0,0
29028,68.36,35.82,0.0,0.03,88.58,100.0,2
29029,63.25,33.62,0.0,0.03,88.3,100.0,2
29030,66.02,36.22,0.0,0.03,87.67,100.0,2
29031,59.76,30.96,0.0,0.03,88.79,100.0,2
29032,55.55,26.42,0.0,0.03,90.31,100.0,1
29033,74.3,43.92,0.0,0.03,86.08,100.0,1
29034,64.51,35.53,0.0,0.03,87.59,100.0,1
29035,65.77,38.12,0.0,0.03,86.52,100.0,1
29036,61.31,33.59,0.0,0.03,87.7,100.0,1
29037,69.91,40.61,0.0,0.03,86.47,100.0,1
29038,61.16,34.85,0.0,0.03,86.88,100.0,1
29039,48.74,19.98,0.22,0.02,92.53,100.0,1
29040,4.97,0.0,17.96,0.0,100.0,26.67,2
29041,4.93,0.0,18.61,0.0,100.0,25.61,2
29042,4.61,0.0,17.93,0.0,100.0,24.9,2
29043,5.62,0.0,18.11,0.0,100.0,29.64,2
29044,34.31,12.82,4.54,0.02,93.67,99.14,1
29045,65.09,36.43,0.0,0.03,87.26,100.0,1
29046,57.46,30.2,0.0,0.03,88.52,100.0,1
29047,63.5,37.08,0.0,0.03,86.36,100.0,1
29048,65.02,37.4,0.0,0.03,86.68,100.0,1
29049,61.63,35.46,0.0,0.03,86.68,100.0,1
29050,59.08,32.4,0.0,0.03,87.68,100.0,1
29051,59.76,28.98,0.0,0.03,89.98,100.0,1
29052,54.4,24.19,0.0,0.02,91.37,100.0,1
29053,57.78,31.82,0.0,0.03,87.6,100.0,1
29054,59.9,35.42,0.0,0.03,86.08,100.0,1
29055,54.97,31.39,0.0,0.03,86.84,100.0,1
29056,70.16,39.06,0.0,0.03,87.37,100.0,1
29057,68.98,35.64,0.0,0.03,88.84,100.0,1
29058,57.85,29.34,0.0,0.03,89.19,100.0,1
29059,46.3,18.11,0.0,0.02,93.13,100.0,1
29060,61.52,25.74,0.0,0.03,92.25,100.0,2
29061,41.8,9.79,0.32,0.02,97.37,100.0,2
29062,30.1,0.43,2.7,0.01,99.99,99.6,2
29063,30.89,4.54,1.37,0.01,98.94,99.9,2
29064,36.29,15.3,0.0,0.02,92.15,100.0,2
29065,45.14,22.32,0.0,0.02,89.64,100.0,2
29066,67.61,34.6,0.0,0.03,89.02,100.0,2
29067,55.66,21.89,0.0,0.03,93.06,100.0,2
29068,52.27,23.29,0.0,0.02,91.34,100.0,2
29069,52.6,25.38,0.0,0.02,90.06,100.0,2
29070,59.36,26.24,0.0,0.03,91.46,100.0,2
29071,59.08,23.87,0.0,0.03,92.72,100.0,2
29072,51.16,22.46,0.0,0.02,91.56,100.0,2
29073,113.98,61.92,0.0,0.05,87.87,100.0,2
29074,110.09,50.58,0.0,0.05,90.87,100.0,2
29075,63.4,22.97,1.51,0.03,94.02,99.97,2
29076,4.64,0.0,17.57,0.0,100.0,25.53,2
29077,4.43,0.0,17.17,0.0,100.0,24.98,2
29078,4.03,0.0,17.71,0.0,100.0,22.19,2
29079,4.07,0.0,17.35,0.0,100.0,22.84,2
29080,3.85,6.7,0.18,0.0,49.82,99.89,2
29081,3.82,7.13,0.0,0.0,47.23,100.0,2
29082,4.0,6.01,0.0,0.0,55.41,100.0,2
29083,4.54,5.33,0.0,0.0,64.84,100.0,2
29084,3.56,5.36,0.0,0.0,55.33,100.0,0
29085,3.71,6.05,0.0,0.0,52.28,100.0,0
29086,3.56,6.19,0.0,0.0,49.86,100.0,0
29087,3.67,6.41,0.0,0.0,49.69,100.0,0
29088,3.64,6.08,0.0,0.0,51.37,100.0,0
29089,3.6,5.51,0.0,0.0,54.7,100.0,0
29090,3.67,5.8,0.0,0.0,53.47,100.0,0
29091,3.56,5.69,0.0,0.0,53.04,100.0,0
29092,3.6,5.62,0.0,0.0,53.94,100.0,0
29093,3.6,5.83,0.0,0.0,52.54,100.0,0
29094,3.6,5.76,0.0,0.0,53.0,100.0,0
29095,4.07,5.69,0.0,0.0,58.18,100.0,0
29096,4.72,5.9,0.0,0.0,62.47,100.0,0
29097,3.64,5.8,0.0,0.0,53.16,100.0,0
29098,3.6,5.98,0.0,0.0,51.58,100.0,0
29099,3.6,5.98,0.0,0.0,51.58,100.0,0
29100,3.64,5.9,0.0,0.0,52.51,100.0,0
29101,3.38,5.54,0.0,0.0,52.08,100.0,0
29102,2.99,4.32,0.0,0.0,56.91,100.0,0
29103,2.95,4.21,0.0,0.0,57.39,100.0,0
29104,2.95,4.21,0.0,0.0,57.39,100.0,0
29105,3.02,4.03,0.0,0.0,59.97,100.0,0
29106,2.95,4.07,0.0,0.0,58.69,100.0,0
29107,2.92,3.85,0.0,0.0,60.43,100.0,0
29108,2.88,3.85,0.0,0.0,59.9,100.0,0
29109,2.92,3.78,0.0,0.0,61.13,100.0,0
29110,3.38,4.72,0.0,0.0,58.22,100.0,0
29111,3.53,5.33,0.0,0.0,55.22,100.0,0
29112,2.88,3.82,0.0,0.0,60.2,100.0,0
29113,2.84,3.78,0.0,0.0,60.07,100.0,0
29114,2.84,3.78,0.0,0.0,60.07,100.0,0
29115,3.42,4.79,0.0,0.0,58.11,100.0,0
29116,3.28,4.43,0.0,0.0,59.51,100.0,0
29117,2.95,3.56,0.0,0.0,63.81,100.0,0
29118,4.39,6.19,0.0,0.0,57.85,100.0,0
29119,4.25,5.98,0.0,0.0,57.93,100.0,0
29120,27.79,21.67,0.0,0.01,78.86,100.0,0
29121,59.0,51.52,0.0,0.03,75.32,100.0,0
29122,115.56,72.36,0.0,0.05,84.76,100.0,0
29123,139.43,74.12,0.0,0.06,88.3,100.0,0
29124,105.88,51.88,0.0,0.05,89.8,100.0,2
29125,64.87,36.65,0.0,0.03,87.07,100.0,2
29126,86.98,45.14,0.0,0.04,88.76,100.0,2
29127,124.85,62.75,0.0,0.06,89.35,100.0,2
29128,89.21,44.89,0.0,0.04,89.33,100.0,1
29129,77.4,40.57,0.0,0.04,88.57,100.0,1
29130,71.71,34.27,0.0,0.03,90.23,100.0,1
29131,111.31,59.8,0.0,0.05,88.09,100.0,1
29132,117.47,60.01,0.0,0.05,89.05,100.0,1
29133,103.5,52.34,0.0,0.05,89.24,100.0,1
29134,69.37,38.92,0.0,0.03,87.21,100.0,1
29135,97.34,46.69,0.14,0.04,90.16,100.0,1
29136,7.02,0.0,17.64,0.0,100.0,36.98,2
29137,6.34,0.0,17.86,0.0,100.0,33.45,2
29138,5.98,0.0,17.03,0.0,100.0,33.13,2
29139,6.01,0.0,17.57,0.0,100.0,32.36,2
29140,38.77,15.62,5.87,0.02,92.75,98.87,1
29141,71.06,35.46,0.0,0.03,89.48,100.0,1
29142,87.3,46.12,0.0,0.04,88.42,100.0,1
29143,96.37,50.0,0.0,0.04,88.76,100.0,1
29144,112.25,60.73,0.0,0.05,87.95,100.0,1
29145,97.09,59.44,0.0,0.04,85.29,100.0,1
29146,48.56,21.13,0.0,0.02,91.7,100.0,1
29147,49.18,23.0,0.0,0.02,90.58,100.0,1
29148,49.46,26.6,0.0,0.02,88.07,100.0,1
29149,61.16,38.3,0.0,0.03,84.75,100.0,1
29150,58.1,37.15,0.0,0.03,84.25,100.0,1
29151,56.88,34.42,0.0,0.03,85.55,100.0,1
29152,50.76,26.86,0.0,0.02,88.39,100.0,1
29153,67.75,36.0,0.0,0.03,88.31,100.0,1
29154,59.9,30.67,0.0,0.03,89.01,100.0,1
29155,73.51,39.38,0.0,0.03,88.15,100.0,1
29156,62.35,32.62,0.0,0.03,88.61,100.0,2
29157,97.96,41.44,0.18,0.04,92.1,100.0,2
29158,31.36,1.19,1.98,0.01,99.93,99.8,2
29159,31.72,5.65,0.94,0.01,98.45,99.96,2
29160,46.76,27.47,0.0,0.02,86.22,100.0,2
29161,50.33,31.18,0.0,0.02,85.01,100.0,2
29162,113.58,55.87,0.0,0.05,89.73,100.0,2
29163,97.24,39.53,0.0,0.04,92.64,100.0,2
29164,96.48,43.99,0.0,0.04,90.99,100.0,2
29165,119.23,54.0,0.0,0.05,91.09,100.0,2
29166,101.77,47.59,0.0,0.05,90.59,100.0,2
29167,103.86,42.62,0.0,0.05,92.51,100.0,2
29168,91.66,40.03,0.0,0.04,91.64,100.0,2
29169,82.33,38.7,0.0,0.04,90.5,100.0,2
29170,82.76,20.45,0.0,0.04,97.08,100.0,2
29171,45.07,5.8,3.42,0.02,99.18,99.71,2
29172,6.84,0.0,16.06,0.0,100.0,39.18,2
29173,4.43,0.0,17.24,0.0,100.0,24.89,2
29174,4.43,0.0,17.32,0.0,100.0,24.78,2
29175,4.39,0.04,16.85,0.0,100.0,25.21,2
29176,4.18,6.7,0.25,0.0,52.93,99.82,2
29177,4.14,7.52,0.0,0.0,48.23,100.0,2
29178,4.07,7.42,0.0,0.0,48.09,100.0,2
29179,3.96,6.62,0.0,0.0,51.34,100.0,2
29180,3.89,5.29,0.0,0.0,59.24,100.0,0
29181,3.89,4.97,0.0,0.0,61.64,100.0,0
29182,3.92,5.29,0.0,0.0,59.54,100.0,0
29183,3.85,5.29,0.0,0.0,58.84,100.0,0
29184,3.89,5.51,0.0,0.0,57.67,100.0,0
29185,3.96,5.76,0.0,0.0,56.65,100.0,0
29186,5.11,5.65,0.0,0.0,67.08,100.0,0
29187,4.72,5.76,0.0,0.0,63.38,100.0,0
